Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Tinkaton,95.1,959,fairy,steel,140.3,177.3,178,4427784,50,2498,Fairy Wind,Gigaton Hammer,Bulldoze,7,7,3,75000
Corviknight,93.9,823,flying,steel,137.8,170,193,4521218,47,2496,Sand Attack,Air Cutter,Iron Head,10,13,1,10000
Corviknight (Shadow),93.3,823,flying,steel,137.8,170,193,4521218,47,2496,Sand Attack,Air Cutter,Payback,10,15,1,10000
Florges,92.2,671,fairy,none,154,183.2,143,4034430,28.5,2495,Fairy Wind,Chilling Water,Disarming Voice,5,5,3,50000
Empoleon,92.1,395,water,steel,161.9,150.7,158,3854936,33,2499,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Melmetal,92.1,809,steel,none,155.1,138.2,187,4008311,25.5,2496,Thunder Shock,Double Iron Bash,Dynamic Punch,4,5,20,100000
Mimikyu,92.1,778,ghost,fairy,159.6,179.8,135,3873971,50,2488,Shadow Claw,Shadow Sneak,Play Rough,7,8,5,50000
Snorlax (Shadow),92.1,143,normal,none,139,131.2,245,4468016,28.5,2492,Psywave,Body Slam,Earthquake,10,17,5,75000
Empoleon (Shadow),91.9,395,water,steel,161.9,150.7,158,3854936,33,2499,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Moltres (Galarian),91.9,146,dark,flying,149.4,175.5,158,4142713,29.5,2488,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Virizion,91.9,640,grass,fighting,146,179.9,162,4254995,31,2494,Double Kick,Leaf Blade,Sacred Sword,3,3,20,100000
Zygarde (Complete Forme),91.8,718,dragon,ground,128.9,142,264,4832203,24,2497,Dragon Tail,Crunch,Bulldoze,4,5,20,100000
Feraligatr,91.5,160,water,none,159.1,154.5,159,3908371,35,2494,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Feraligatr (Shadow),91.5,160,water,none,159.1,154.5,159,3908371,35,2494,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Snorlax,91.1,143,normal,none,139,131.2,245,4468016,28.5,2492,Psywave,Body Slam,Earthquake,10,17,5,75000
Jellicent,90.9,593,water,ghost,141.5,158.9,196,4406933,47.5,2497,Hex,Surf,Shadow Ball,4,4,3,50000
Giratina (Altered),90.8,487,ghost,dragon,134.5,168.1,204,4612328,27.5,2494,Dragon Breath,Ancient Power,Shadow Force,12,17,20,100000
