Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Mimikyu,100,778,ghost,fairy,87,101.3,76,669796,25,767,Shadow Claw,Shadow Sneak,Play Rough,7,8,5,50000
Sableye (Mega),89.6,302,dark,ghost,79.8,117.8,78,733234,29,765,Shadow Claw,Foul Play,Dazzling Gleam,5,7,5,75000
Sableye (Shadow),89,302,dark,ghost,95,98.9,99,930155,47,942,Shadow Claw,Foul Play,Drain Punch,5,5,5,75000
Corviknight (Shadow),88.4,823,flying,steel,76.5,93.5,107,765344,23,768,Sand Attack,Air Cutter,Iron Head,10,13,1,10000
Spidops,88.1,918,bug,none,83.7,104.8,98,859632,37.5,851,Shadow Claw,Lunge,Rock Tomb,6,7,1,50000
Hydreigon (Shadow),87.5,635,dark,dragon,97.3,74.8,83,604077,15,768,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Kingdra (Shadow),87.5,230,water,dragon,87.1,91.5,84,669451,21,766,Dragon Breath,Surf,Swift,12,9,3,50000
Cramorant,87.4,845,flying,water,86.7,86.7,90,676520,26,766,Peck,Dive,Fly,5,6,3,50000
Tinkaton,87.2,959,fairy,steel,76,100.8,101,773741,25,767,Fairy Wind,Gigaton Hammer,Bulldoze,7,7,3,75000
Corviknight,87.1,823,flying,steel,76.5,93.5,107,765344,23,768,Sand Attack,Air Cutter,Iron Head,10,13,1,10000
Morpeko (Full Belly),86.5,877,electric,dark,100.5,68.9,84,581654,28.5,767,Thunder Shock,Aura Wheel,Psychic Fangs,5,4,3,50000
Araquanid,86.3,752,water,bug,70.8,126.5,98,877708,32,792,Infestation,Water Pulse,Mirror Coat,5,4,3,50000
Corsola (Galarian),86.3,222,ghost,none,79,129.7,111,1137339,47.5,949,Astonish,Night Shade,Power Gem,5,5,3,50000
Regidrago,86,895,dragon,none,87.2,44.9,172,673428,20,767,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Aromatisse,85.9,683,fairy,none,82.9,76.8,111,706706,24,768,Fairy Wind,Moonblast,Psyshock,6,5,3,50000
Jumpluff,85.7,189,grass,flying,74.2,120.4,117,1045241,40.5,882,Fairy Wind,Energy Ball,Acrobatics,5,7,3,50000
Florges,85.6,671,fairy,none,85.9,101.3,78,678730,17,767,Fairy Wind,Chilling Water,Disarming Voice,5,5,3,50000
Greninja (Shadow),85.6,658,water,dark,99.8,71.8,82,587582,21,767,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Bellibolt,85.4,939,electric,none,82.3,78.8,110,713376,21,767,Thunder Shock,Zap Cannon,Parabolic Charge,9,6,1,50000
Pangoro,85.4,675,fighting,dark,95.8,67.1,95,610677,19,767,Karate Chop,Close Combat,Night Slash,5,4,3,50000
Melmetal,85.3,809,steel,none,86.5,75.2,104,676499,15.5,767,Thunder Shock,Double Iron Bash,Dynamic Punch,4,5,20,100000
Kingdra,85,230,water,dragon,87.1,91.5,84,669451,21,766,Dragon Breath,Surf,Swift,12,9,3,50000
Muk (Alolan),85,89,poison,dark,82.9,79.9,105,695490,20,763,Poison Jab,Brutal Swing,Ice Punch,5,6,3,50000
Blaziken (Shadow),84.8,257,fire,fighting,103,65,85,569075,19.5,766,Ember,Aura Sphere,Blaze Kick,5,4,3,10000
Clodsire,84.8,980,poison,ground,68,85.6,148,861478,29.5,768,Poison Sting,Earthquake,Stone Edge,8,7,3,50000
Sableye,84.5,302,dark,ghost,95,98.9,99,930155,47,942,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Snorlax,84.5,143,normal,none,77.6,73.2,133,755483,17.5,767,Psywave,Body Slam,Earthquake,10,17,5,75000
Araquanid (Shadow),84.3,752,water,bug,70.8,126.5,98,877708,32,792,Infestation,Water Pulse,Mirror Coat,5,4,3,50000
Murkrow (Shadow),84.2,198,dark,flying,110.1,62.4,104,714505,41,887,Peck,Drill Peck,Foul Play,5,5,3,50000
Altaria,84,334,dragon,flying,74,108.7,98,788292,28.5,767,Dragon Breath,Moonblast,Flamethrower,13,14,1,10000
Umbreon,83.9,197,dark,none,64.6,126.6,111,907798,27,767,Snarl,Dark Pulse,Last Resort,4,5,5,75000
Dragonair (Shadow),83.7,148,dragon,none,91.7,82.3,93,701863,33,803,Dragon Breath,Wrap,Aqua Tail,12,9,5,75000
Malamar,83.7,687,dark,psychic,83.9,83.4,99,692729,23.5,764,Psywave,Superpower,Foul Play,10,10,3,50000
Raichu (Mega X),83.7,26,electric,none,106.1,81.6,63,545439,15.5,766,Volt Switch,Brick Break,Trailblaze,3,3,1,10000
Ursaring (Shadow),83.7,217,normal,none,99.9,65.4,90,588011,18.5,767,Shadow Claw,Close Combat,Swift,6,5,3,50000
Charizard (Shadow),83.6,6,fire,flying,95,77.9,83,614242,19,766,Ember,Blast Burn,Air Cutter,6,5,3,10000
Malamar (Mega),83.4,687,dark,psychic,84.8,94.7,85,682598,17.5,764,Psywave,Foul Play,Superpower,10,10,3,50000
Qwilfish (Hisuian),83.4,211,dark,poison,91.6,80.4,86,633359,26,765,Poison Sting,Aqua Tail,Dark Pulse,4,5,3,50000
Azumarill,83.3,184,water,fairy,72.7,104.7,149,1134142,43,908,Bubble,Ice Beam,Play Rough,5,6,3,50000
Shelgon (Shadow),83.3,372,dragon,none,88.2,85.2,88,661288,27.5,766,Dragon Breath,Twister,Flamethrower,10,14,5,75000
Mandibuzz,83.1,630,dark,flying,65.9,108.2,125,891298,26.5,768,Snarl,Dark Pulse,Shadow Ball,4,4,5,75000
Rillaboom,83.1,812,grass,none,94.7,71,92,618580,16.5,767,Scratch,Drum Beating,Earth Power,9,13,3,10000
Vigoroth,83.1,288,normal,none,83.2,81.6,104,706068,28.5,766,Scratch,Body Slam,Bulldoze,10,14,5,75000
Drapion,83,452,poison,dark,84.3,97.9,84,693249,22.5,768,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Drapion (Shadow),83,452,poison,dark,84.3,97.9,84,693249,22.5,768,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Dunsparce,83,206,normal,none,79,83.7,139,919110,37.5,852,Bite,Drill Run,Rock Slide,10,12,3,50000
Gligar (Shadow),83,207,ground,flying,78.2,104.8,94,770364,31,779,Wing Attack,Night Slash,Dig,5,7,5,75000
