Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Melmetal,94.2,809,steel,none,120.9,105.1,146,1855162,15.5,1498,Thunder Shock,Double Iron Bash,Dynamic Punch,4,5,20,100000
Sableye (Mega),94,302,dark,ghost,111.5,164.7,109,2001681,29,1496,Shadow Claw,Foul Play,Dazzling Gleam,5,7,5,75000
Ninetales (Shadow),93,38,fire,none,114.3,135.4,126,1950004,24.5,1494,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
Altaria,92.9,334,dragon,flying,103.4,151.9,138,2167491,28.5,1498,Dragon Breath,Moonblast,Flamethrower,13,14,1,10000
Tinkaton,92.3,959,fairy,steel,106.2,140.9,141,2109865,25,1500,Fairy Wind,Gigaton Hammer,Bulldoze,7,7,3,75000
Mimikyu,92,778,ghost,fairy,120.8,142.2,107,1838020,25,1492,Shadow Claw,Shadow Sneak,Play Rough,7,8,5,50000
Cramorant,91.9,845,flying,water,121.2,121.2,125,1836180,26,1497,Peck,Dive,Fly,5,6,3,50000
Corviknight,91.7,823,flying,steel,106.9,130.6,150,2094171,23,1498,Sand Attack,Air Cutter,Iron Head,10,13,1,10000
Florges,91.7,671,fairy,none,120,141.5,110,1867800,17,1497,Fairy Wind,Chilling Water,Moonblast,5,6,3,50000
Altaria (Shadow),91.6,334,dragon,flying,103.4,151.9,138,2167491,28.5,1498,Dragon Breath,Moonblast,Flamethrower,13,14,1,10000
Corsola (Galarian),91.5,222,ghost,none,99.3,163,139,2249840,47.5,1499,Astonish,Night Shade,Power Gem,5,5,3,50000
Corviknight (Shadow),91.3,823,flying,steel,106.9,130.6,150,2094171,23,1498,Sand Attack,Air Cutter,Iron Head,10,13,1,10000
Quagsire (Shadow),91.2,195,water,ground,111.2,112.6,161,2015900,28.5,1497,Mud Shot,Aqua Tail,Stone Edge,4,7,3,50000
Quagsire,91.1,195,water,ground,111.2,112.6,161,2015900,28.5,1497,Mud Shot,Aqua Tail,Stone Edge,4,7,3,50000
Ninetales,91,38,fire,none,114.3,135.4,126,1950004,24.5,1494,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
