Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Annihilape,100,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Low Kick,Rage Fist,Ice Punch,5,5,3,50000
Annihilape (Shadow),100,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Low Kick,Rage Fist,Ice Punch,5,5,3,50000
Beheeyem,100,606,psychic,none,134.4,105.7,117,1662111,20,1495,Confusion,Dark Pulse,Rock Slide,4,4,3,50000
Bruxish,100,779,water,psychic,136.4,102.5,117,1635777,23,1494,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Cacturne,100,332,grass,dark,147.2,85,121,1513952,24,1497,Sucker Punch,Trailblaze,Dark Pulse,7,7,3,50000
Cacturne (Shadow),100,332,grass,dark,147.2,85,121,1513952,24,1497,Sucker Punch,Trailblaze,Dark Pulse,7,7,3,50000
Claydol,100,344,ground,psychic,103.5,172.5,121,2160304,29,1498,Mud Slap,Rock Tomb,Earth Power,5,5,3,50000
Claydol (Shadow),100,344,ground,psychic,103.5,172.5,121,2160304,29,1498,Mud Slap,Rock Tomb,Earth Power,5,5,3,50000
Crabominable,100,740,fighting,ice,136.8,88.5,135,1634418,19,1498,Bubble,Ice Punch,Brick Break,4,4,3,50000
Cresselia,100,488,psychic,none,93.1,160.5,160,2390808,20,1494,Psycho Cut,Grass Knot,Moonblast,6,6,20,100000
Cresselia (Shadow),100,488,psychic,none,92,159,160,2340480,19,1467,Psycho Cut,Grass Knot,Moonblast,6,6,20,100000
Deoxys (Defense),100,386,psychic,none,101,221.4,98,2191417,23.5,1490,Low Kick,Psycho Boost,Thunderbolt,5,7,20,100000
Drowzee (Shadow),100,96,psychic,none,87.3,126.8,142,1571889,50,1174,Confusion,Psyshock,Psychic,3,4,3,50000
Gallade,100,475,psychic,fighting,136.5,115.5,104,1639638,18,1497,Low Kick,Leaf Blade,Sacred Sword,5,5,5,75000
Gallade (Shadow),100,475,psychic,fighting,136.5,115.5,104,1639638,18,1497,Low Kick,Leaf Blade,Sacred Sword,5,5,5,75000
Hawlucha,100,701,fighting,flying,127.4,107.6,128,1754655,23,1495,Low Kick,Flying Press,Aerial Ace,5,6,5,75000
Hitmonchan,100,107,fighting,none,128.9,137.4,98,1735664,24,1496,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Hitmonchan (Shadow),100,107,fighting,none,128.9,137.4,98,1735664,24,1496,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Hitmontop,100,237,fighting,none,121.2,149.8,102,1851888,26,1499,Counter,Close Combat,Triple Axel,8,8,5,75000
Hitmontop (Shadow),100,237,fighting,none,121.2,149.8,102,1851888,26,1499,Counter,Close Combat,Triple Axel,8,8,5,75000
Hypno (Shadow),100,97,psychic,none,103.4,143,147,2173571,27,1499,Confusion,Thunder Punch,Ice Punch,3,3,3,50000
