Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Muk (Alolan),97.8,89,poison,dark,115.8,111.6,148,1912645,20,1488,Poison Jab,Brutal Swing,Ice Punch,5,6,3,50000
Mandibuzz,97.3,630,dark,flying,92.1,151.2,175,2436966,26.5,1499,Air Slash,Dark Pulse,Aerial Ace,5,5,5,75000
Morpeko (Full Belly),95,877,electric,dark,140.4,96.2,118,1593765,28.5,1497,Thunder Shock,Aura Wheel,Psychic Fangs,5,4,3,50000
Murkrow (Shadow),94.6,198,dark,flying,143.1,81.1,135,1566730,41,1498,Peck,Drill Peck,Foul Play,5,5,3,50000
Sableye,94.6,302,dark,ghost,119.6,124.5,125,1861275,47,1494,Shadow Claw,Foul Play,Dazzling Gleam,5,7,5,75000
Drapion,94.4,452,poison,dark,117.8,136.8,118,1901575,22.5,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Greninja (Shadow),93.9,658,water,dark,139.5,100.3,115,1609063,21,1498,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Muk (Alolan) (Shadow),93.5,89,poison,dark,115.8,111.6,148,1912645,20,1488,Poison Jab,Brutal Swing,Ice Punch,5,6,3,50000
Annihilape (Shadow),92.8,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Low Kick,Rage Fist,Ice Punch,5,5,3,50000
Annihilape,92.4,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Low Kick,Rage Fist,Ice Punch,5,5,3,50000
Throh,91.8,538,fighting,none,110.2,107.7,171,2029520,22,1497,Low Kick,Brick Break,Body Slam,5,5,5,75000
Guzzlord,91.6,799,dark,dragon,113.2,66,265,1979868,19.5,1498,Dragon Tail,Brutal Swing,Dragon Claw,3,5,20,100000
Grimmsnarl,91.2,861,dark,fairy,136.2,90.8,133,1644806,19.5,1498,Low Kick,Foul Play,Draining Kiss,5,7,5,50000
Pawmot,91,923,electric,fighting,145,95.4,111,1535463,21,1498,Thunder Shock,Brick Break,Wild Charge,5,5,3,75000
Claydol,90.9,344,ground,psychic,103.5,172.5,121,2160304,29,1498,Mud Slap,Rock Tomb,Earth Power,5,5,3,50000
Malamar,90.2,687,dark,psychic,117.2,116.6,139,1899507,23.5,1492,Peck,Superpower,Foul Play,5,5,3,50000
Murkrow,90.2,198,dark,flying,143.1,81.1,135,1566730,41,1498,Peck,Drill Peck,Foul Play,5,5,3,50000
Sableye (Shadow),90.2,302,dark,ghost,119.6,124.5,125,1861275,47,1494,Shadow Claw,Foul Play,Drain Punch,5,5,5,75000
Samurott (Hisuian),90,503,water,dark,132.6,96.8,132,1694310,20,1498,Fury Cutter,Sacred Sword,Dark Pulse,9,12,3,10000
Hydreigon (Shadow),89.9,635,dark,dragon,136,104.5,116,1648592,15,1499,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Umbreon,89.7,197,dark,none,90.2,176.9,156,2489195,27,1499,Snarl,Dark Pulse,Last Resort,4,5,5,75000
Moltres (Galarian),89.5,146,dark,flying,115.1,134.7,124,1922492,17.5,1487,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Throh (Shadow),89,538,fighting,none,110.2,107.7,171,2029520,22,1497,Low Kick,Brick Break,Body Slam,5,5,5,75000
Pawniard,88.9,624,dark,steel,131.9,107.7,119,1690470,49,1495,Fury Cutter,Night Slash,Iron Head,9,13,5,75000
Hawlucha,88.7,701,fighting,flying,127.4,107.6,128,1754655,23,1495,Low Kick,Flying Press,Aerial Ace,5,6,5,75000
Kingambit,88.6,983,dark,steel,127.2,112,124,1766554,15.5,1499,Low Kick,Foul Play,Iron Head,5,7,5,75000
Malamar (Shadow),88.5,687,dark,psychic,117.2,116.6,139,1899507,23.5,1492,Peck,Foul Play,Superpower,5,5,3,50000
Drapion (Shadow),88.2,452,poison,dark,117.8,136.8,118,1901575,22.5,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Hakamo-o,88.1,783,dragon,fighting,115.5,135.5,123,1924981,36.5,1497,Dragon Tail,Brick Break,Rock Tomb,4,5,5,75000
Metang (Shadow),88.1,375,steel,psychic,108.9,145.7,129,2046808,36,1496,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Flamigo,87.7,973,flying,fighting,137.9,95.5,123,1619842,20,1498,Peck,Upper Hand,Brave Bird,5,7,3,75000
