Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Jellicent,93.9,593,water,ghost,106.6,126.2,156,2098656,24,1497,Hex,Surf,Shadow Ball,4,4,3,50000
Furret,93.8,162,normal,none,115.3,105.4,160,1944419,34.5,1497,Sucker Punch,Swift,Trailblaze,5,7,1,10000
Gastrodon,93.8,423,water,ground,113.2,103.4,168,1966420,24,1495,Mud Slap,Body Slam,Water Pulse,4,5,3,50000
Altaria,93.6,334,dragon,flying,103.4,151.9,138,2167491,28.5,1498,Dragon Breath,Sky Attack,Flamethrower,13,14,1,10000
Marowak (Shadow),93.5,105,ground,none,109.6,148.8,125,2038560,31.5,1495,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Azumarill,92.4,184,water,fairy,93.4,134.5,191,2399399,43,1499,Bubble,Ice Beam,Play Rough,5,6,3,50000
Corviknight,91.5,823,flying,steel,106.9,130.6,150,2094171,23,1498,Sand Attack,Air Cutter,Payback,9,15,1,10000
Stunfisk,91.1,618,ground,electric,101.4,126.6,172,2208005,26,1496,Thunder Shock,Mud Bomb,Discharge,5,5,5,75000
Wigglytuff,91,40,normal,fairy,115.1,75.5,223,1937881,29,1493,Charm,Icy Wind,Swift,6,5,1,10000
Lickilicky,90.7,463,normal,none,105.7,125.6,160,2124147,23,1498,Rollout,Body Slam,Shadow Ball,3,4,3,50000
Bastiodon,90.6,411,rock,steel,80.6,247.6,138,2754005,46.5,1495,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Corsola (Galarian),90.6,222,ghost,none,99.3,163,139,2249840,47.5,1499,Astonish,Night Shade,Power Gem,5,5,3,50000
Empoleon,90.6,395,water,steel,125.1,117,122,1785677,19,1495,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Sealeo (Shadow),90.6,364,ice,water,108.9,112.7,167,2049596,36,1498,Powder Snow,Surf,Body Slam,6,5,3,50000
Dusknoir (Shadow),90.5,477,ghost,none,119.8,174.2,90,1878224,23.5,1500,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Lapras,90.5,131,water,ice,104.6,114.5,178,2131853,21.5,1496,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Talonflame,90.5,663,fire,flying,121.4,112.6,135,1845401,25.5,1500,Incinerate,Fly,Brave Bird,3,3,1,10000
Malamar,90.4,687,dark,psychic,117.2,116.6,139,1899507,23.5,1492,Psywave,Superpower,Foul Play,10,10,3,50000
Empoleon (Shadow),90.3,395,water,steel,125.1,117,122,1785677,19,1495,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Sealeo,90.3,364,ice,water,108.9,112.7,167,2049596,36,1498,Powder Snow,Surf,Body Slam,6,5,3,50000
Cradily,90.2,346,rock,grass,105.2,140.3,144,2125377,25.5,1496,Acid,Rock Tomb,Grass Knot,7,7,3,50000
Doublade,90.2,680,steel,ghost,122.9,140,106,1823836,22.5,1500,Shadow Claw,Sacred Sword,Gyro Ball,5,7,5,75000
Dusclops,90.2,356,ghost,none,102.4,197.6,108,2185298,42,1495,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Guzzlord,90.2,799,dark,dragon,113.2,66,265,1979868,19.5,1498,Dragon Tail,Brutal Swing,Sludge Bomb,3,5,20,100000
Sableye,90.2,302,dark,ghost,119.6,124.5,125,1861275,47,1494,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Sableye (Shadow),90.2,302,dark,ghost,119.6,124.5,125,1861275,47,1494,Shadow Claw,Foul Play,Power Gem,5,7,5,75000
Clefable,90.1,36,fairy,none,116.5,112,147,1918056,23,1496,Fairy Wind,Moonblast,Meteor Mash,7,5,1,10000
Clodsire,90.1,980,poison,ground,95,119.7,208,2365272,29.5,1499,Poison Sting,Earthquake,Stone Edge,8,7,3,50000
Grumpig,90.1,326,psychic,none,113.3,131.4,132,1965166,23.5,1496,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Spidops,90.1,918,bug,none,110.9,138.8,131,2016473,37.5,1495,Shadow Claw,Lunge,Rock Tomb,6,7,1,50000
Sandslash (Alolan),90,28,ice,steel,115.9,133.2,125,1929735,23,1498,Powder Snow,Ice Punch,Drill Run,5,6,3,50000
Scizor (Shadow),90,212,bug,steel,137.8,112,105,1620528,18.5,1498,Bullet Punch,Night Slash,Trailblaze,5,7,5,75000
Forretress (Shadow),89.9,205,bug,steel,109.7,145.4,128,2041649,24.5,1497,Bug Bite,Sand Tomb,Rock Tomb,14,17,5,75000
Lapras (Shadow),89.9,131,water,ice,104.6,114.5,178,2131853,21.5,1496,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Steelix (Shadow),89.9,208,steel,ground,98.4,183.2,126,2271387,23.5,1496,Thunder Fang,Psychic Fangs,Crunch,6,8,5,75000
Talonflame (Shadow),89.9,663,fire,flying,121.4,112.6,135,1845401,25.5,1500,Incinerate,Flame Charge,Fly,3,3,1,10000
Blastoise,89.8,9,water,none,112.1,137.7,130,2006702,23,1500,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Dusknoir,89.8,477,ghost,none,119.8,174.2,90,1878224,23.5,1500,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Golisopod,89.8,768,bug,water,124,134.6,108,1802563,17.5,1497,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Oranguru,89.8,765,normal,psychic,110.1,129.9,142,2030883,23,1496,Confusion,Brutal Swing,Trailblaze,3,4,3,75000
Samurott,89.8,503,water,none,128,100.9,136,1756467,19.5,1500,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Annihilape,89.7,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Counter,Rage Fist,Ice Punch,6,7,3,50000
Dunsparce,89.7,206,normal,none,104.7,110.9,184,2136466,37.5,1498,Rollout,Drill Run,Rock Slide,4,4,3,50000
Ninetales (Alolan),89.7,38,ice,fairy,114.5,136.1,125,1947931,24,1497,Powder Snow,Weather Ball (Ice),Chilling Water,5,6,3,50000
Toedscruel,89.7,949,ground,grass,108.9,143.5,131,2047157,23,1494,Mud Slap,Seed Bomb,Wrap,4,5,3,50000
Bastiodon (Shadow),89.6,411,rock,steel,80.6,247.6,138,2754005,46.5,1495,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Charjabug,89.6,737,bug,electric,114.7,134.7,126,1946711,36.5,1495,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Gligar (Shadow),89.6,207,ground,flying,108.4,145.3,131,2063318,31,1496,Fury Cutter,Night Slash,Dig,9,13,5,75000
Hakamo-o,89.6,783,dragon,fighting,115.5,135.5,123,1924981,36.5,1497,Dragon Tail,Brick Break,Rock Tomb,4,5,5,75000
Kingdra,89.6,230,water,dragon,121.8,127.9,118,1838230,21,1497,Dragon Breath,Swift,Outrage,9,15,3,50000
Annihilape (Shadow),89.5,979,fighting,ghost,123.3,105.1,140,1814236,17,1497,Counter,Rage Fist,Ice Punch,6,7,3,50000
Aurorus,89.5,699,rock,ice,113.5,106.3,164,1978668,20,1500,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Drapion,89.5,452,poison,dark,117.8,136.8,118,1901575,22.5,1499,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Gligar,89.5,207,ground,flying,108.4,145.3,131,2063318,31,1496,Fury Cutter,Night Slash,Dig,9,13,5,75000
Malamar (Shadow),89.5,687,dark,psychic,117.2,116.6,139,1899507,23.5,1492,Psywave,Foul Play,Superpower,10,10,3,50000
Ninetales (Alolan) (Shadow),89.5,38,ice,fairy,114.5,136.1,125,1947931,24,1497,Powder Snow,Weather Ball (Ice),Chilling Water,5,6,3,50000
Dragonair,89.4,148,dragon,none,125.2,112.5,127,1788795,33,1498,Dragon Breath,Aqua Tail,Dragon Pulse,9,14,5,75000
Dragonair (Shadow),89.4,148,dragon,none,125.2,112.5,127,1788795,33,1498,Dragon Breath,Wrap,Aqua Tail,12,9,5,75000
