Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Sealeo,100,364,ice,water,81.4,84.3,125,857753,36,837,Powder Snow,Surf,Body Slam,6,5,3,50000
Dusclops,98.4,356,ghost,none,79.3,153,83,1007031,42,896,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Sealeo (Shadow),93.6,364,ice,water,81.4,84.3,125,857753,36,837,Powder Snow,Surf,Body Slam,6,5,3,50000
Charjabug,91.6,737,bug,electric,86,101,94,816484,36.5,841,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Tinkatuff,88.5,958,fairy,steel,83.8,108.1,120,1087054,50,955,Fairy Wind,Play Rough,Flash Cannon,7,8,3,75000
Klang,87.8,600,steel,none,82.6,99.8,90,741913,31.5,785,Metal Sound,Vise Grip,Thunderbolt,5,7,5,75000
Carkol,86.5,838,rock,fire,76.9,112.1,133,1146525,46.5,940,Smack Down,Rock Slide,Flame Charge,6,7,3,10000
Chansey,85.2,113,normal,none,50.7,96.6,339,1660293,50,917,Zen Headbutt,Dazzling Gleam,Hyper Beam,10,14,5,75000
Doublade,83.7,680,steel,ghost,87.9,100.2,76,669376,22.5,768,Shadow Claw,Sacred Sword,Gyro Ball,5,7,5,75000
Lairon,82.9,305,steel,rock,81.4,105.3,84,719999,27,767,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Metang,81.9,375,steel,psychic,81.4,108.9,96,850988,36,836,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Naclstack,81.9,933,rock,none,81.1,118.3,114,1093731,50,945,Mud Shot,Rock Tomb,Rock Blast,6,5,5,50000
Dusclops (Shadow),81.7,356,ghost,none,79.3,153,83,1007031,42,896,Hex,Ice Punch,Shadow Punch,4,3,3,50000
Charjabug (Shadow),77.1,737,bug,electric,86,101,94,816484,36.5,841,Volt Switch,X-Scissor,Discharge,3,3,1,10000
Hakamo-o,77.1,783,dragon,fighting,86.6,101.6,92,809468,36.5,841,Dragon Tail,Brick Break,Rock Tomb,4,5,5,75000
Togetic,76.9,176,fairy,flying,82.6,112.6,92,855670,36.5,841,Fairy Wind,Psyshock,Heat Wave,5,5,3,50000
Servine,75.8,496,grass,none,85.1,112.8,114,1094318,50,966,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Dewott,74.3,502,water,none,91,74.1,110,741741,35,824,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Morgrem,74.3,860,dark,fairy,100.2,78.7,118,930517,49.5,966,Sucker Punch,Foul Play,Play Rough,6,9,5,50000
Sliggoo,73.6,705,dragon,none,81.7,95.7,92,719319,27.5,767,Dragon Breath,Body Slam,Dragon Pulse,9,14,5,75000
Lairon (Shadow),73.3,305,steel,rock,81.4,105.3,84,719999,27,767,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Nidorina,73.3,30,poison,none,89.2,91.2,126,1025015,50,957,Poison Sting,Poison Fang,Dig,5,6,3,50000
Gurdurr,72.3,533,fighting,none,89.7,71.6,102,655097,26,767,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Piloswine,72.3,221,ice,ground,86.6,71.2,110,678251,24,767,Powder Snow,Icicle Spear,Stone Edge,5,7,3,50000
Wartortle,71.8,8,water,none,85.6,110.6,110,1041410,47.5,947,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Machoke (Shadow),71.5,67,fighting,none,90.7,69.7,102,644823,27.5,767,Karate Chop,Cross Chop,Dynamic Punch,4,5,3,50000
Graveler (Alolan),69.7,75,rock,electric,86.9,93.7,83,675830,30,767,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Marshtomp,68.5,259,water,ground,88.7,82.5,103,753728,34.5,820,Mud Shot,Surf,Sludge,5,5,3,10000
Wartortle (Shadow),68.2,8,water,none,85.6,110.6,110,1041410,47.5,947,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Metang (Shadow),68,375,steel,psychic,81.4,108.9,96,850988,36,836,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Primeape,65.9,57,fighting,none,99.3,71.6,83,590120,24,766,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Crocalor,64.7,910,fire,none,85.4,75.7,106,685267,29,765,Incinerate,Crunch,Flamethrower,3,3,3,10000
Vigoroth,64.2,288,normal,none,83.2,81.6,104,706068,28.5,766,Counter,Body Slam,Rock Slide,6,8,5,75000
Palpitoad,63.9,536,water,ground,92.7,82.1,129,981776,48,954,Mud Shot,Earth Power,Water Pulse,6,6,3,50000
Machoke,63.7,67,fighting,none,90.7,69.7,102,644823,27.5,767,Karate Chop,Cross Chop,Return,4,8,3,50000
Quilladin,63.7,651,grass,none,85.4,96.7,96,792785,35,825,Vine Whip,Energy Ball,Body Slam,6,5,3,10000
Dragonair (Shadow),63.1,148,dragon,none,91.7,82.3,93,701863,33,803,Dragon Breath,Wrap,Aqua Tail,12,9,5,75000
Magneton,63.1,82,electric,steel,102.6,82,68,572098,22,767,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Nidorina (Shadow),63.1,30,poison,none,89.2,91.2,126,1025015,50,957,Poison Sting,Poison Fang,Dig,5,6,3,50000
Servine (Shadow),62.9,496,grass,none,85.1,112.8,114,1094318,50,966,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Charmeleon,62.1,5,fire,none,96.1,83,97,773701,38.5,863,Ember,Fire Punch,Return,5,8,3,10000
Golbat,61.6,42,poison,flying,84.2,83.2,99,693539,28.5,767,Wing Attack,Poison Fang,Shadow Ball,5,7,1,10000
Grotle (Shadow),61.6,388,grass,none,84.3,82.2,101,699875,30,767,Razor Leaf,Energy Ball,Body Slam,12,9,3,10000
Zweilous (Shadow),61.4,634,dark,dragon,86.6,79.2,100,685872,30.5,773,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Braixen (Shadow),61.1,654,fire,none,94.2,77.2,88,639957,31,779,Ember,Psyshock,Flame Charge,5,6,3,10000
Dragonair,61.1,148,dragon,none,91.7,82.3,93,701863,33,803,Dragon Breath,Aqua Tail,Dragon Pulse,9,14,5,75000
Vigoroth (Shadow),61.1,288,normal,none,83.2,81.6,104,706068,28.5,766,Counter,Body Slam,Rock Slide,6,8,5,75000
Bayleef,60.1,153,grass,none,84.7,113.6,114,1096899,49.5,965,Magical Leaf,Ancient Power,Energy Ball,5,5,3,10000
Dewott (Shadow),59.8,502,water,none,92.2,74.1,108,737858,35,826,Fury Cutter,Aqua Tail,X-Scissor,9,10,3,10000
Grotle,59.8,388,grass,none,84.3,82.2,101,699875,30,767,Razor Leaf,Body Slam,Energy Ball,9,12,3,10000
Monferno,59.3,391,fire,fighting,100.3,74.3,107,797395,42,897,Ember,Flame Wheel,Low Sweep,5,5,3,10000
Zweilous,59.3,634,dark,dragon,86.6,79.2,100,685872,30.5,773,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Marshtomp (Shadow),59.1,259,water,ground,88.5,81.9,102,739311,33.5,809,Mud Shot,Surf,Sludge,5,5,3,10000
Shelgon,58.8,372,dragon,none,88.2,85.2,88,661288,27.5,766,Dragon Breath,Twister,Flamethrower,10,14,5,75000
Braixen,58.6,654,fire,none,94.2,77.2,88,639957,31,779,Ember,Psyshock,Flame Charge,5,6,3,10000
Loudred (Shadow),58.6,294,normal,none,100.7,64.9,143,934566,50,970,Bite,Stomp,Disarming Voice,20,23,1,10000
Swadloon,58.3,541,bug,grass,85.8,117.6,108,1089729,50,970,Bug Bite,Energy Ball,Silver Wind,15,15,1,10000
Primeape (Shadow),57.8,57,fighting,none,99.3,71.6,83,590120,24,766,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Loudred,57.3,294,normal,none,100.7,64.9,143,934566,50,970,Bite,Stomp,Disarming Voice,20,23,1,10000
Linoone (Galarian),56.5,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,3,4,1,10000
Eelektrik,56.3,603,electric,none,91.1,82,101,754490,35.5,830,Acid,Discharge,Crunch,5,6,1,10000
Thwackey,56.3,811,grass,none,88.5,76.9,97,660148,30,767,Razor Leaf,Energy Ball,Grass Knot,12,13,3,10000
Graveler,56,75,rock,ground,86.9,93.7,83,675830,30,767,Mud Slap,Rock Slide,Dig,5,5,1,10000
Vibrava (Shadow),55.5,329,ground,dragon,100.7,77,102,790898,50,895,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Quaxwell,55.3,913,water,none,92.5,76.3,101,712833,34,816,Wing Attack,Aqua Jet,Aerial Ace,5,6,3,10000
Raboot,55.3,814,fire,none,93.3,75.1,94,658642,31.5,785,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Arctibax,54.8,997,dragon,ice,87.9,70.5,108,669271,27,767,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Quilava,54.5,156,fire,none,96.1,83,97,773701,38.5,863,Ember,Flame Charge,Dig,6,6,3,10000
Bisharp,54,625,dark,steel,100,78.5,75,588750,19.5,767,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Gothorita,54,575,psychic,none,85.8,101.5,102,888287,40,876,Confusion,Future Sight,Psychic,5,4,3,50000
Shelgon (Shadow),54,372,dragon,none,88.2,85.2,88,661288,27.5,766,Dragon Breath,Twister,Flamethrower,10,14,5,75000
Charmeleon (Shadow),53.8,5,fire,none,96.1,83,97,773701,38.5,863,Ember,Fire Punch,Flamethrower,5,7,3,10000
Fletchinder,53.8,662,fire,flying,98.1,81.7,113,905669,47.5,946,Peck,Fly,Heat Wave,6,6,1,10000
Combusken,53.2,256,fire,fighting,98.3,76.1,98,733102,37.5,852,Ember,Rock Slide,Flame Charge,5,6,3,10000
Gothorita (Shadow),52.2,575,psychic,none,85.8,101.5,102,888287,40,876,Confusion,Future Sight,Psychic,5,4,3,50000
Piloswine (Shadow),52.2,221,ice,ground,86.6,71.2,110,678251,24,767,Powder Snow,Icicle Spear,Stone Edge,5,7,3,50000
Croconaw,51.7,159,water,none,87.7,89.4,100,784038,35.5,832,Water Gun,Ice Punch,Water Pulse,14,17,3,10000
Graveler (Alolan) (Shadow),51.7,75,rock,electric,87.7,92.9,82,668081,29.5,768,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Golbat (Shadow),51.5,42,poison,flying,84.2,83.2,99,693539,28.5,767,Wing Attack,Poison Fang,Shadow Ball,5,7,1,10000
Vibrava,51.5,329,ground,dragon,100.7,77,102,790898,50,895,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Hattrem,51,857,psychic,none,93.1,87.8,97,792895,38.5,860,Confusion,Psyshock,Dazzling Gleam,3,4,5,50000
Pupitar (Shadow),49.7,247,rock,ground,88.6,82.5,102,745569,34,814,Bite,Ancient Power,Dig,23,25,5,75000
Quilava (Shadow),49.7,156,fire,none,96.1,83,97,773701,38.5,863,Ember,Flame Charge,Dig,6,6,3,10000
