Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Grumpig,98.7,326,psychic,none,147,168.7,171,4240612,49,2498,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Kingdra,96.9,230,water,dragon,156.9,165.6,152,3949361,40.5,2497,Dragon Breath,Swift,Outrage,9,15,3,50000
Grumpig (Shadow),95.7,326,psychic,none,147,168.7,171,4240612,49,2498,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Kingdra (Shadow),95.5,230,water,dragon,156.9,165.6,152,3949361,40.5,2497,Dragon Breath,Swift,Outrage,9,15,3,50000
Crustle,95.3,558,bug,rock,155,172.8,150,4017600,43.5,2496,Fury Cutter,X-Scissor,Rock Wrecker,10,13,1,10000
Greedent,94.2,820,normal,none,137.3,143.2,230,4522113,49.5,2492,Mud Shot,Trailblaze,Body Slam,5,4,1,10000
Dondozo,94.1,977,water,none,133.8,142.7,243,4639662,32,2492,Waterfall,Surf,Outrage,5,6,5,75000
Uxie,93.9,480,psychic,none,131.6,229.5,157,4741745,46.5,2498,Confusion,Swift,Future Sight,3,5,20,100000
Cofagrigus,93.1,563,ghost,none,146.6,208.6,139,4250726,49.5,2496,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Annihilape,92.8,979,fighting,ghost,159,135.7,181,3905310,28,2495,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Crustle (Shadow),92.4,558,bug,rock,155,172.8,150,4017600,43.5,2496,Fury Cutter,X-Scissor,Rock Wrecker,10,13,1,10000
Milotic,92.2,350,water,none,145.1,172.5,171,4280087,31.5,2492,Dragon Tail,Aqua Tail,Wrap,3,4,5,75000
Golisopod,92,768,bug,water,160.4,171.9,140,3860186,29,2497,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Gourgeist (Average),92,711,ghost,grass,149.5,189.6,146,4138399,49,2495,Hex,Shadow Ball,Foul Play,4,4,5,75000
Miltank,92,241,normal,none,136.1,173.1,194,4570429,50,2494,Rollout,Body Slam,Ice Beam,3,5,5,75000
Kyurem,91.9,646,dragon,ice,170.9,121.2,176,3645502,26,2498,Dragon Breath,Glaciate,Dragon Claw,10,13,20,100000
Blastoise,91.8,9,water,none,143.9,181.5,165,4309445,45.5,2497,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Aurorus,91.7,699,rock,ice,145.8,136.6,214,4262084,36,2497,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Lugia,91.7,249,psychic,flying,132.2,215.7,164,4676549,25,2493,Dragon Tail,Aeroblast,Fly,7,4,20,100000
Goodra,91.6,706,dragon,none,153.2,175,151,4048310,26,2491,Dragon Breath,Aqua Tail,Thunder Punch,9,10,5,75000
Lunatone,91.6,337,rock,psychic,157.2,139,181,3954995,47.5,2494,Psywave,Weather Ball (Ice),Rock Slide,9,12,3,50000
Slowbro,91.5,80,water,psychic,146.5,156.2,185,4233411,43,2496,Confusion,Surf,Drain Punch,4,3,3,50000
Dragalge,91.4,691,poison,dragon,151.1,185.3,146,4087829,49,2493,Dragon Tail,Aqua Tail,Outrage,3,5,3,50000
Kommo-o,91.3,784,dragon,fighting,159.7,178.1,137,3896632,28,2495,Dragon Tail,Clanging Scales,Upper Hand,4,4,5,75000
Annihilape (Shadow),91,979,fighting,ghost,159,135.7,181,3905310,28,2495,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Runerigus,91,867,ground,ghost,146.6,208.6,139,4250726,49.5,2496,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Tentacruel,90.9,73,water,poison,141.1,185.1,169,4413876,48,2497,Acid,Scald,Payback,7,8,3,50000
Gourgeist (Super),90.8,711,ghost,grass,147.4,170.4,168,4219649,40.5,2493,Hex,Shadow Ball,Foul Play,4,4,5,75000
Milotic (Shadow),90.8,350,water,none,145.1,172.5,171,4280087,31.5,2492,Dragon Tail,Aqua Tail,Wrap,3,4,5,75000
Walrein,90.8,365,ice,water,145.4,147.7,200,4295116,38.5,2500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Drifblim,90.7,426,ghost,flying,153.2,97.4,272,4058697,48.5,2494,Astonish,Shadow Ball,Icy Wind,5,5,5,75000
Blastoise (Shadow),90.6,9,water,none,143.9,181.5,165,4309445,45.5,2497,Rollout,Hydro Cannon,Skull Bash,4,6,3,10000
Feraligatr,90.6,160,water,none,159.1,154.5,159,3908371,35,2494,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Gyarados (Shadow),90.4,130,water,flying,167.9,138.1,160,3709918,27,2497,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
Gourgeist (Large),90.3,711,ghost,grass,148.2,179,157,4164865,44,2491,Hex,Shadow Ball,Foul Play,4,4,5,75000
Samurott,90.2,503,water,none,165.1,130.7,175,3776250,35.5,2497,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Slowking (Galarian),90.2,199,poison,psychic,151.6,152.4,178,4112484,38.5,2497,Acid,Psyshock,Shadow Ball,5,7,3,50000
Feraligatr (Shadow),90.1,160,water,none,159.1,154.5,159,3908371,35,2494,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Articuno,90,144,ice,flying,144.6,185.2,160,4284787,31,2495,Powder Snow,Icy Wind,Hurricane,6,9,20,100000
