Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Mimikyu,100,778,ghost,fairy,128.4,144.6,108,2005197,50,1610,Shadow Claw,Shadow Sneak,Play Rough,7,8,5,50000
Tinkaton,96.3,959,fairy,steel,112.8,142.6,143,2300195,50,1616,Fairy Wind,Gigaton Hammer,Bulldoze,7,5,3,75000
Registeel,95.4,379,steel,none,98.3,194.7,136,2602905,49,1602,Lock On,Flash Cannon,Focus Blast,13,15,20,100000
Registeel (Shadow),94.6,379,steel,none,98.4,190.3,132,2471769,46.5,1561,Lock On,Focus Blast,Zap Cannon,15,16,20,100000
Moltres (Galarian),92.9,146,dark,flying,106.9,125.6,113,1517210,29.5,1274,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Corviknight,92.7,823,flying,steel,109.4,135,153,2259657,47,1573,Sand Attack,Air Cutter,Payback,9,15,1,10000
Jellicent,92.6,593,water,ghost,112.6,126.5,156,2222048,47.5,1582,Hex,Surf,Shadow Ball,4,4,3,50000
Grumpig,92.1,326,psychic,none,117.7,135.1,137,2178474,49,1602,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Lapras (Shadow),92.1,131,water,ice,102.8,114.9,177,2090674,40.5,1468,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Dondozo,91.4,977,water,none,97.3,103.8,176,1777554,32,1318,Waterfall,Surf,Outrage,5,6,5,75000
Lapras,91.4,131,water,ice,102.8,114.9,177,2090674,40.5,1468,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Raikou (Shadow),91.2,243,electric,none,122.5,99.4,108,1315062,26.5,1273,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Zygarde (Complete Forme),91.2,718,dragon,ground,92.2,101.6,189,1770461,24,1278,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Corviknight (Shadow),90.9,823,flying,steel,109.4,135,153,2259657,47,1573,Sand Attack,Air Cutter,Payback,9,15,1,10000
Empoleon (Shadow),90.9,395,water,steel,118.6,110.3,115,1504382,33,1340,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Giratina (Altered),90.7,487,ghost,dragon,96.2,120.3,146,1689638,27.5,1276,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Walrein,90.6,365,ice,water,110.3,112.1,151,1867059,38.5,1438,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Regice,90.2,378,ice,none,95.8,168,105,1689912,30,1273,Lock On,Thunder,Blizzard,12,15,20,100000
Walrein (Shadow),90.2,365,ice,water,110.3,112.1,151,1867059,38.5,1438,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Clefable,90.1,36,fairy,none,119.9,114.6,152,2088562,47.5,1582,Fairy Wind,Meteor Mash,Moonblast,5,7,1,10000
Regidrago,90.1,895,dragon,none,112.8,61.6,225,1563408,32.5,1328,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Raikou,89.9,243,electric,none,121,102.3,108,1336856,26.5,1273,Thunder Shock,Wild Charge,Aura Sphere,5,5,20,100000
Feraligatr (Shadow),89.7,160,water,none,118.2,114.8,118,1601184,35,1376,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Malamar (Shadow),89.7,687,dark,psychic,122.3,120.3,145,2133340,50,1616,Psywave,Foul Play,Superpower,10,10,3,50000
Sylveon,89.7,700,fairy,none,108.9,114.1,120,1491059,30,1278,Fairy Wind,Moonblast,Shadow Ball,7,6,5,75000
Tentacruel (Shadow),89.7,73,water,poison,112.6,147.6,135,2243668,48,1589,Acid,Scald,Payback,7,8,3,50000
Stunfisk (Galarian),89.5,618,ground,steel,107.4,125.7,172,2322031,50,1581,Mud Shot,Rock Slide,Earthquake,5,8,5,75000
Grumpig (Shadow),89.4,326,psychic,none,117.7,135.1,137,2178474,49,1602,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Empoleon,89,395,water,steel,118.6,110.3,115,1504382,33,1340,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
