Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Seaking,100,119,water,none,128.4,109.5,138,1940252,50,1581,Peck,Drill Run,Icy Wind,5,6,3,50000
Ursaluna (Shadow),98.2,901,ground,normal,115.6,89.4,136,1405511,24,1278,Scratch,Swift,High Horsepower,9,14,3,50000
Samurott (Shadow),97.2,503,water,none,123,97.4,130,1557426,35.5,1385,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Muk (Alolan) (Shadow),96.4,89,poison,dark,112.8,108.7,144,1765636,37,1411,Poison Jab,Brutal Swing,Ice Punch,5,6,3,50000
Drapion,96.1,452,poison,dark,119.3,140.6,121,2029603,46,1557,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Muk (Alolan),93.6,89,poison,dark,112.8,108.7,144,1765636,37,1411,Poison Jab,Brutal Swing,Ice Punch,5,6,3,50000
Greedent,93.2,820,normal,none,110.3,115,184,2333948,49.5,1607,Mud Shot,Body Slam,Trailblaze,5,5,1,10000
Ursaluna,93.2,901,ground,normal,115.6,89.4,136,1405511,24,1278,Scratch,Swift,High Horsepower,9,14,3,50000
Aromatisse,92.8,683,fairy,none,121.2,107.4,157,2043650,47,1575,Fairy Wind,Psyshock,Moonblast,5,6,3,50000
Clefable,92.8,36,fairy,none,119.9,114.6,152,2088562,47.5,1582,Fairy Wind,Meteor Mash,Draining Kiss,5,7,1,10000
Moltres (Galarian),92.8,146,dark,flying,106.9,125.6,113,1517210,29.5,1274,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Crobat (Shadow),92.4,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Gust,Poison Fang,Shadow Ball,3,4,1,10000
Drapion (Shadow),92.4,452,poison,dark,119.3,140.6,121,2029603,46,1557,Poison Sting,Aqua Tail,Crunch,4,5,5,75000
Crobat,91.6,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Gust,Poison Fang,Shadow Ball,3,4,1,10000
Togekiss,90.5,468,fairy,flying,115.3,115.3,106,1409174,27.5,1278,Peck,Psyshock,Aura Sphere,5,5,3,50000
Turtonator,90.4,776,fire,dragon,121,155.4,114,2143588,50,1616,Incinerate,Brutal Swing,Dragon Claw,2,3,5,75000
Grafaiai,88.8,945,poison,normal,141.1,109.7,117,1811004,49,1599,Scratch,Poison Fang,Foul Play,10,10,3,50000
Nidoking (Shadow),88.8,34,poison,ground,128.8,105.9,126,1718630,42,1493,Poison Sting,Avalanche,Earth Power,5,6,3,50000
Samurott,88.1,503,water,none,123,97.4,130,1557426,35.5,1385,Fury Cutter,Hydro Cannon,Megahorn,10,14,3,10000
Florges,87.8,671,fairy,none,110.2,131.1,102,1473616,28.5,1277,Fairy Wind,Chilling Water,Moonblast,5,6,3,50000
Charizard (Shadow),87.3,6,fire,flying,126.5,103.6,111,1454699,34,1359,Dragon Breath,Blast Burn,Air Cutter,13,10,3,10000
Runerigus,87,867,ground,ghost,117.7,167.4,111,2187031,49.5,1608,Shadow Claw,Rock Tomb,Shadow Ball,7,7,3,50000
Sandslash,87,28,ground,none,125.1,126.4,131,2071456,49.5,1609,Sand Attack,Rock Tomb,Bulldoze,13,14,3,50000
Weezing (Galarian) (Shadow),87,110,poison,fairy,124.4,141.1,117,2053682,49,1603,Fairy Wind,Overheat,Sludge,7,5,3,50000
Doublade,86.7,680,steel,ghost,125.1,144,108,1945555,46.5,1566,Shadow Claw,Sacred Sword,Iron Head,5,7,5,75000
Greninja (Shadow),86.5,658,water,dark,136.3,99.1,114,1539836,39.5,1453,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Sylveon,86.5,700,fairy,none,108.9,114.1,120,1491059,30,1278,Fairy Wind,Psyshock,Shadow Ball,5,6,5,75000
Overqwil,86.2,904,dark,poison,123.1,100.2,116,1430816,32.5,1327,Poison Jab,Aqua Tail,Dark Pulse,5,7,5,75000
Charizard (Mega X),86,6,fire,dragon,129.3,105.2,93,1265019,23.5,1278,Dragon Breath,Blast Burn,Air Cutter,13,10,3,10000
Rapidash (Shadow),86,78,fire,none,136.8,113.4,114,1768496,46,1560,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Skuntank,85.2,435,poison,dark,127,98.7,164,2055724,50,1616,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Qwilfish (Shadow),84.8,211,water,poison,134.5,103.4,120,1668876,50,1499,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Typhlosion (Shadow),84.3,157,fire,none,126.5,103.6,111,1454699,34,1359,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Typhlosion,83.5,157,fire,none,126.5,103.6,111,1454699,34,1359,Incinerate,Blast Burn,Thunder Punch,3,2,3,10000
Qwilfish (Hisuian),83.3,211,dark,poison,134.5,112.2,120,1810908,50,1561,Poison Jab,Aqua Tail,Dark Pulse,5,7,3,50000
Greninja,83.2,658,water,dark,136.3,99.1,114,1539836,39.5,1453,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Ninetales (Shadow),82.8,38,fire,none,121.1,137.1,127,2108557,49,1602,Ember,Weather Ball (Fire),Energy Ball,4,5,3,50000
Houndoom (Shadow),82.7,229,dark,fire,136.9,95.5,117,1529652,39.5,1451,Incinerate,Foul Play,Flamethrower,2,3,3,50000
Charizard,82.5,6,fire,flying,126.5,103.6,111,1454699,34,1359,Dragon Breath,Blast Burn,Air Cutter,13,10,3,10000
Rapidash,82.2,78,fire,none,136.8,113.4,114,1768496,46,1560,Incinerate,Wild Charge,Drill Run,3,2,3,50000
Reshiram,82,643,dragon,fire,127.4,102,98,1273490,22.5,1275,Dragon Breath,Crunch,Fusion Flare,12,12,20,100000
Dusknoir,80.8,477,ghost,none,122.5,177.7,95,2067984,48.5,1592,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Dusknoir (Shadow),80.6,477,ghost,none,122.5,177.7,95,2067984,48.5,1592,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Golisopod,80.6,768,bug,water,114.8,123,100,1412040,29,1278,Fury Cutter,X-Scissor,Aqua Jet,10,10,1,10000
Ninetales (Alolan) (Shadow),80.6,38,ice,fairy,120.5,137,125,2063563,47.5,1582,Powder Snow,Weather Ball (Ice),Chilling Water,5,6,3,50000
Houndoom,80.4,229,dark,fire,136.9,95.5,117,1529652,39.5,1451,Incinerate,Foul Play,Flamethrower,2,3,3,50000
Tapu Fini,80.4,788,water,fairy,109.7,149.8,105,1725471,35,1376,Water Gun,Surf,Nature's Madness,15,17,20,100000
Audino (Mega),80.3,531,normal,fairy,96.8,162.2,157,2465051,45,1544,Charge Beam,Body Slam,Disarming Voice,4,5,3,50000
Muk,80,89,poison,none,112.8,108.7,144,1765636,37,1411,Poison Jab,Thunder Punch,Dark Pulse,6,7,3,50000
Primarina,79.8,730,water,fairy,120.9,106.6,104,1340346,28.5,1276,Waterfall,Disarming Voice,Hydro Cannon,5,4,3,10000
Talonflame (Shadow),78.7,663,fire,flying,129.1,114.9,135,2002535,50,1612,Incinerate,Fly,Brave Bird,3,3,1,10000
Scolipede (Shadow),78.5,545,bug,poison,134.9,122.5,110,1817778,46.5,1566,Poison Sting,Aqua Tail,Megahorn,4,7,1,10000
Clodsire,78.4,980,poison,ground,96,112.2,197,2121926,50,1427,Poison Sting,Stone Edge,Earthquake,7,8,3,50000
Dragalge,77.9,691,poison,dragon,121.1,148.5,117,2104052,49,1601,Dragon Tail,Aqua Tail,Outrage,3,5,3,50000
Weezing (Galarian),77.9,110,poison,fairy,124.4,141.1,117,2053682,49,1603,Fairy Wind,Overheat,Sludge,7,5,3,50000
Talonflame,77.6,663,fire,flying,129.1,114.9,135,2002535,50,1612,Incinerate,Fly,Brave Bird,3,3,1,10000
Blaziken (Shadow),77.1,257,fire,fighting,136.5,86.9,113,1340389,34,1357,Ember,Aura Sphere,Blaze Kick,5,4,3,10000
Ninetales (Alolan),76.8,38,ice,fairy,120.5,137,125,2063563,47.5,1582,Powder Snow,Weather Ball (Ice),Chilling Water,5,6,3,50000
Giratina (Altered),76.3,487,ghost,dragon,96.2,120.3,146,1689638,27.5,1276,Dragon Breath,Dragon Claw,Shadow Force,13,17,20,100000
Malamar (Shadow),76.3,687,dark,psychic,122.3,120.3,145,2133340,50,1616,Psywave,Foul Play,Superpower,10,10,3,50000
Qwilfish,76.3,211,water,poison,134.5,103.4,120,1668876,50,1499,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Salazzle,76.1,758,poison,fire,148.3,91.3,116,1570616,44,1530,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Nidoking,75.6,34,poison,ground,128.8,105.9,126,1718630,42,1493,Poison Sting,Avalanche,Earth Power,5,6,3,50000
