Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Lapras,97.2,131,water,ice,133.9,149.7,231,4630356,40.5,2492,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Corviknight,97,823,flying,steel,137.8,170,193,4521218,47,2496,Sand Attack,Air Cutter,Payback,9,15,1,10000
Registeel,97,379,steel,none,122.7,242.9,170,5066651,49,2495,Lock On,Flash Cannon,Zap Cannon,13,16,20,100000
Florges,96.7,671,fairy,none,154,183.2,143,4034430,28.5,2495,Fairy Wind,Chilling Water,Disarming Voice,5,5,3,50000
Grumpig,96.5,326,psychic,none,147,168.7,171,4240612,49,2498,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Giratina (Altered),96.3,487,ghost,dragon,134.5,168.1,204,4612328,27.5,2494,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Dusknoir,95.2,477,ghost,none,153.2,222.3,119,4052707,48.5,2492,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Corviknight (Shadow),95.1,823,flying,steel,137.8,170,193,4521218,47,2496,Sand Attack,Air Cutter,Payback,9,15,1,10000
Regidrago,95.1,895,dragon,none,154.5,84.3,309,4024524,32.5,2494,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Dusknoir (Shadow),94.8,477,ghost,none,153.2,222.3,119,4052707,48.5,2492,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Moltres (Galarian),94.4,146,dark,flying,149.4,175.5,158,4142713,29.5,2488,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Clefable,94.1,36,fairy,none,150.6,144,191,4142102,47.5,2498,Fairy Wind,Meteor Mash,Moonblast,5,7,1,10000
Walrein,94,365,ice,water,145.4,147.7,200,4295116,38.5,2500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Dondozo,93.9,977,water,none,133.8,142.7,243,4639662,32,2492,Waterfall,Surf,Outrage,5,6,5,75000
Cresselia,93.8,488,psychic,none,120.1,207.1,208,5173524,36.5,2496,Psycho Cut,Grass Knot,Moonblast,6,7,20,100000
Lapras (Shadow),93.8,131,water,ice,133.9,149.7,231,4630356,40.5,2492,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Cradily,93.7,346,rock,grass,140.3,175.6,180,4434602,50,2498,Acid,Rock Tomb,Grass Knot,7,7,3,50000
Kingdra,93.7,230,water,dragon,156.9,165.6,152,3949361,40.5,2497,Dragon Breath,Surf,Swift,12,9,3,50000
Annihilape (Shadow),93.4,979,fighting,ghost,159,135.7,181,3905310,28,2495,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Malamar (Shadow),93.4,687,dark,psychic,152,149.5,180,4090320,50,2497,Psywave,Foul Play,Superpower,10,10,3,50000
Walrein (Shadow),93.4,365,ice,water,145.4,147.7,200,4295116,38.5,2500,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Empoleon (Shadow),93.3,395,water,steel,161.9,150.7,158,3854936,33,2499,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Giratina (Altered) (Shadow),93.3,487,ghost,dragon,137.4,163.1,202,4526808,27,2497,Dragon Breath,Dragon Claw,Shadow Sneak,13,13,20,100000
Grumpig (Shadow),93.2,326,psychic,none,147,168.7,171,4240612,49,2498,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Lickilicky,93,463,normal,none,136.1,160,210,4572960,47,2496,Rollout,Body Slam,Shadow Ball,3,4,3,50000
Empoleon,92.9,395,water,steel,161.9,150.7,158,3854936,33,2499,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
