Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Hydreigon (Shadow),100,635,dark,dragon,125.2,97,107,1299451,25,1278,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Dusknoir (Shadow),99.6,477,ghost,none,122.5,177.7,95,2067984,48.5,1592,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Primeape,99.4,57,fighting,none,145.7,101.8,117,1735374,48.5,1596,Karate Chop,Rage Fist,Close Combat,4,5,3,50000
Primeape (Shadow),98.4,57,fighting,none,145.7,101.8,117,1735374,48.5,1596,Karate Chop,Rage Fist,Ice Punch,4,5,3,50000
Annihilape (Shadow),98.3,979,fighting,ghost,113.8,97.1,129,1425447,28,1278,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Toucannon (Shadow),98.3,733,normal,flying,134.9,94.9,121,1549043,39,1446,Peck,Beak Blast,Drill Peck,7,5,1,10000
Dusknoir,97.9,477,ghost,none,122.5,177.7,95,2067984,48.5,1592,Astonish,Dynamic Punch,Shadow Punch,5,4,3,50000
Latios (Shadow),97.6,381,dragon,psychic,129.2,103,94,1250914,24,1272,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Corviknight (Shadow),97.5,823,flying,steel,109.4,135,153,2259657,47,1573,Sand Attack,Air Cutter,Payback,9,15,1,10000
Latias (Shadow),97.5,380,dragon,psychic,116.9,122.8,97,1392466,26,1279,Dragon Breath,Mist Ball,Aura Sphere,15,10,20,100000
Charizard (Shadow),97.4,6,fire,flying,126.5,103.6,111,1454699,34,1359,Dragon Breath,Blast Burn,Air Cutter,13,9,3,10000
Kingdra (Shadow),97.4,230,water,dragon,120.4,127.1,117,1790432,40.5,1470,Dragon Breath,Surf,Swift,12,9,3,50000
Palkia (Origin),97.2,484,water,dragon,131.6,104.6,90,1238882,21.5,1279,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Crustle (Shadow),97.2,558,bug,rock,121,134.9,117,1909779,43.5,1521,Fury Cutter,X-Scissor,Rock Wrecker,10,13,1,10000
Palkia,97.2,484,water,dragon,130.6,103.1,92,1238767,23,1276,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Walrein (Shadow),97.1,365,ice,water,110.3,112.1,151,1867059,38.5,1438,Powder Snow,Icicle Spear,Earthquake,5,9,3,50000
Malamar (Shadow),97,687,dark,psychic,122.3,120.3,145,2133340,50,1616,Psywave,Foul Play,Superpower,10,10,3,50000
Drapion (Shadow),96.9,452,poison,dark,119.3,140.6,121,2029603,46,1557,Poison Sting,Aqua Tail,Crunch,4,5,5,75000
Annihilape,96.6,979,fighting,ghost,113.8,97.1,129,1425447,28,1278,Low Kick,Rage Fist,Close Combat,5,6,3,50000
Palkia (Shadow),96.5,484,water,dragon,132.5,104,89,1226420,23,1277,Dragon Breath,Aqua Tail,Draco Meteor,9,17,20,100000
Latias,96.5,380,dragon,psychic,114.6,127.4,97,1416204,26.5,1276,Dragon Breath,Mist Ball,Aura Sphere,15,10,20,100000
Grumpig,96.4,326,psychic,none,117.7,135.1,137,2178474,49,1602,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Regidrago,96.4,895,dragon,none,112.8,61.6,225,1563408,32.5,1328,Dragon Breath,Dragon Energy,Vise Grip,12,10,20,100000
Empoleon (Shadow),96.3,395,water,steel,118.6,110.3,115,1504382,33,1340,Metal Sound,Hydro Cannon,Drill Peck,5,5,3,10000
Charizard (Mega X),96.2,6,fire,dragon,129.3,105.2,93,1265019,23.5,1278,Dragon Breath,Blast Burn,Air Cutter,13,9,3,10000
Grumpig (Shadow),96.2,326,psychic,none,117.7,135.1,137,2178474,49,1602,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Kingdra,96.2,230,water,dragon,120.4,127.1,117,1790432,40.5,1470,Dragon Breath,Surf,Swift,12,9,3,50000
Mewtwo (Shadow),96.1,150,psychic,none,137.4,85.1,100,1169274,21.5,1270,Psywave,Aura Sphere,Psystrike,10,12,20,100000
Reshiram (Shadow),96.1,643,dragon,fire,127.4,102,98,1273490,22.5,1275,Dragon Breath,Fusion Flare,Stone Edge,12,14,20,100000
Feraligatr (Shadow),96,160,water,none,118.2,114.8,118,1601184,35,1376,Shadow Claw,Hydro Cannon,Ice Beam,5,7,3,10000
Lapras,96,131,water,ice,102.8,114.9,177,2090674,40.5,1468,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Gengar (Shadow),95.9,94,ghost,poison,146,90,93,1222020,33,1338,Shadow Claw,Shadow Punch,Shadow Ball,5,7,3,50000
Moltres (Galarian),95.9,146,dark,flying,106.9,125.6,113,1517210,29.5,1274,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Aurorus (Shadow),95.9,699,rock,ice,108.9,102.1,160,1778990,36,1394,Powder Snow,Weather Ball (Ice),Meteor Beam,5,8,5,75000
Electivire (Shadow),95.8,466,electric,none,132.4,91.9,101,1228924,29.5,1279,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Latias (Mega),95.8,380,dragon,psychic,122.9,128.7,83,1312830,19,1275,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Gallade (Shadow),95.7,475,psychic,fighting,125.6,108.5,95,1294622,29.5,1278,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Lapras (Shadow),95.4,131,water,ice,102.8,114.9,177,2090674,40.5,1468,Psywave,Sparkling Aria,Ice Beam,12,14,5,75000
Ursaring (Shadow),95.3,217,normal,none,130.3,86,119,1333490,32,1320,Shadow Claw,Swift,Close Combat,5,6,3,50000
Kyurem,95.3,646,dragon,ice,122.3,86.7,126,1336030,26,1279,Dragon Breath,Glaciate,Dragon Claw,10,13,20,100000
Corviknight,95.3,823,flying,steel,109.4,135,153,2259657,47,1573,Sand Attack,Air Cutter,Payback,9,15,1,10000
Golurk (Shadow),95.3,623,ground,ghost,127.8,94.4,123,1483911,35,1378,Astonish,Shadow Punch,Dynamic Punch,4,5,5,75000
Gyarados (Shadow),95.1,130,water,flying,120.2,98.8,114,1353837,27,1279,Dragon Breath,Aqua Tail,Twister,9,10,1,10000
