Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Trevenant,100,709,ghost,grass,91.4,74.9,94,643511,22,767,Shadow Claw,Shadow Ball,Foul Play,7,5,5,75000
Weezing (Galarian),92.1,110,poison,fairy,84.2,99.8,83,697462,24.5,767,Fairy Wind,Brutal Swing,Sludge,4,5,3,50000
Girafarig,91.1,203,normal,psychic,93.2,72.7,93,630135,27.5,767,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Mew,90.5,151,psychic,none,86.2,85.4,92,677256,16.5,767,Shadow Claw,Dark Pulse,Psyshock,7,5,20,100000
Emolga,89.4,587,electric,flying,97.3,84.1,95,777378,39.5,871,Thunder Shock,Acrobatics,Discharge,7,5,1,10000
Ampharos,88.3,181,electric,none,90.7,77.2,92,644188,19.5,766,Volt Switch,Brutal Swing,Power Gem,3,4,5,75000
Gengar,88.1,94,ghost,poison,110.4,68.3,70,527822,19,765,Shadow Claw,Shadow Punch,Shadow Ball,5,7,3,50000
Xatu,87.5,178,psychic,flying,94.6,77.2,85,620765,25.5,768,Peck,Psyshock,Aerial Ace,5,6,3,50000
Hypno,86.9,97,psychic,none,74,102.3,105,794871,27,767,Confusion,Shadow Ball,Psyshock,4,3,3,50000
Raichu (Alolan),86.9,26,electric,psychic,96.9,78.7,79,602456,24,766,Thunder Shock,Wild Charge,Psyshock,5,5,1,10000
Eelektrik,86,603,electric,none,91.1,82,101,754490,35.5,830,Acid,Crunch,Discharge,6,5,1,10000
Espeon,85.6,196,psychic,none,105.9,75.6,69,552417,17.5,768,Confusion,Shadow Ball,Psychic Fangs,4,3,5,75000
Golisopod,85.6,768,bug,water,88.7,96.3,77,657719,17.5,767,Shadow Claw,X-Scissor,Aqua Jet,5,5,1,10000
Haunter,85.3,93,ghost,poison,115.3,61.2,72,508058,28,766,Shadow Claw,Shadow Punch,Ice Punch,5,5,3,50000
Delphox,84.6,655,fire,psychic,94.9,82.7,79,620010,18,767,Fire Spin,Psyshock,Blast Burn,4,5,3,10000
Electrode,83.1,101,electric,none,87.9,90.4,84,667477,27,767,Volt Switch,Foul Play,Discharge,3,3,3,50000
Scyther,82.9,123,bug,flying,96.5,78.3,80,604476,20.5,768,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Venomoth,82.8,49,bug,poison,90.9,77,92,643936,27,766,Psywave,Poison Fang,Silver Wind,10,12,3,50000
Galvantula,82.6,596,bug,electric,98.9,69,87,593697,25.5,768,Fury Cutter,Cross Poison,Lunge,9,12,3,50000
Ariados,82.2,168,bug,poison,91.3,76.3,102,710551,33.5,808,Poison Sting,Shadow Sneak,Lunge,6,5,1,10000
Electrode (Hisuian),82.2,101,electric,grass,88.2,92.1,82,666104,26,768,Thunder Shock,Wild Charge,Swift,5,4,3,50000
Kilowattrel,82.1,941,electric,flying,102.4,66.2,84,569426,22.5,767,Thunder Shock,Acrobatics,Aerial Ace,7,5,1,10000
Victreebel,81.9,71,grass,poison,96.7,66.9,93,601638,23,766,Acid,Leaf Blade,Sludge Bomb,5,7,3,50000
Swoobat,81.5,528,psychic,flying,93.7,75.2,102,718716,34.5,821,Confusion,Fly,Psychic Fangs,4,3,1,10000
Ludicolo,81.2,272,water,grass,83.3,88.5,95,700345,24,767,Astonish,Weather Ball (Water),Ice Beam,4,6,3,50000
Slowbro (Galarian),80.9,80,poison,psychic,85.2,77.5,104,686712,22.5,767,Confusion,Brutal Swing,Sludge Bomb,3,4,3,50000
Qwilfish,80.4,211,water,poison,93.9,75.5,88,623872,27,766,Poison Sting,Aqua Tail,Ice Beam,4,7,3,50000
Uxie,79.1,480,psychic,none,73.1,126,87,801322,22,766,Confusion,Swift,Future Sight,3,5,20,100000
Beedrill,78.8,15,bug,poison,91.3,76.5,93,649554,30.5,774,Poison Sting,X-Scissor,Drill Run,5,5,1,10000
Dartrix,78.6,723,grass,flying,84.3,86.6,115,839544,36.5,842,Peck,Brave Bird,Seed Bomb,7,5,3,10000
Grafaiai,78.4,945,poison,normal,96,77.1,82,606931,24.5,767,Poison Jab,Poison Fang,Sludge Bomb,6,8,3,50000
Rapidash (Galarian),78.1,78,psychic,fairy,95.6,79.8,80,610310,22.5,767,Psycho Cut,Body Slam,Megahorn,4,7,3,50000
Electivire,77.2,466,electric,none,102.6,72.2,77,570394,18,766,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Decidueye,75.5,724,grass,ghost,91.5,82.5,85,641644,20,767,Astonish,Frenzy Plant,Spirit Shackle,5,4,3,10000
Sceptile,74.8,254,grass,none,97,78.2,79,599247,20,766,Fury Cutter,Leaf Blade,Aerial Ace,9,12,3,10000
Grimer,74.1,88,poison,none,97.3,71,138,953345,50,964,Poison Jab,Sludge,Mud Bomb,6,7,3,50000
Grumpig,72.6,326,psychic,none,81.1,94,94,716600,23.5,766,Psywave,Shadow Ball,Dynamic Punch,13,12,1,10000
Dedenne,72.1,702,electric,fairy,89,78,95,659490,30,766,Thunder Shock,Parabolic Charge,Play Rough,6,7,3,50000
Pinsir,72,127,bug,none,99.9,80.6,73,587792,18.5,766,Fury Cutter,X-Scissor,Close Combat,10,12,5,75000
Jolteon,71.8,135,electric,none,98.3,82.1,74,597212,19,766,Volt Switch,Discharge,Last Resort,3,4,5,75000
Tropius,71.8,357,grass,flying,72.6,91.6,121,804669,29,766,Air Slash,Brutal Swing,Leaf Blade,4,4,5,75000
Luxray,71.7,405,electric,none,98.7,70.8,85,593977,19,767,Spark,Crunch,Psychic Fangs,7,5,5,75000
Gallade,71.4,475,psychic,fighting,97.7,82.7,74,597904,18,767,Confusion,Leaf Blade,Close Combat,3,4,5,75000
Houndstone,71.1,972,ghost,none,86.1,93.2,85,682084,22,766,Lick,Shadow Ball,Psychic Fangs,17,12,3,50000
Frosmoth,70.7,873,ice,bug,101.2,72.3,79,578024,20.5,767,Powder Snow,Icy Wind,Bug Buzz,6,8,5,75000
Karrablast,70.2,588,bug,none,102.7,68.9,102,721755,50,864,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Medicham,69.9,308,fighting,psychic,85.6,111.7,113,1080452,49,962,Psycho Cut,Ice Punch,Dynamic Punch,5,5,3,50000
Raichu,69.8,26,electric,none,95.5,79.1,81,611878,25.5,767,Volt Switch,Wild Charge,Brick Break,3,3,1,10000
Lurantis,68.7,754,grass,none,90.3,84.3,85,647045,23,765,Fury Cutter,Leaf Blade,X-Scissor,9,10,3,50000
Venusaur,68.4,3,grass,poison,87.4,87.4,88,672211,20.5,767,Vine Whip,Sludge,Frenzy Plant,5,6,3,10000
Alakazam,67.6,65,psychic,none,111.5,72.6,65,526169,18,767,Psycho Cut,Shadow Ball,Fire Punch,6,5,3,50000
Oddish,67.1,43,grass,poison,98.7,85.8,96,812972,50,898,Acid,Sludge Bomb,Seed Bomb,7,5,3,50000
Leavanny,65.8,542,bug,grass,92.6,78.9,86,628328,21.5,766,Shadow Claw,X-Scissor,Leaf Blade,5,5,1,10000
Gogoat,65.5,673,grass,none,85.7,67.9,118,686646,19.5,767,Vine Whip,Leaf Blade,Rock Slide,5,6,3,50000
Chimecho,65.2,358,psychic,none,85.5,86.5,93,687805,25,767,Astonish,Psyshock,Shadow Ball,4,5,5,75000
Mismagius,65,429,ghost,none,94.2,88.5,74,616916,21,764,Hex,Shadow Ball,Dark Pulse,4,4,3,50000
Oricorio (Pom-Pom),65,741,electric,flying,93.6,73,91,621785,24,766,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Roserade,64.7,407,grass,poison,101.5,81.8,69,572886,18.5,767,Poison Sting,Weather Ball (Fire),Sludge Bomb,4,6,3,50000
Grovyle,64.4,253,grass,none,102.2,77.4,87,688194,36.5,842,Quick Attack,Leaf Blade,Aerial Ace,5,6,3,10000
Dolliv,64.2,929,grass,normal,95.3,98.7,104,978235,50,968,Tackle,Trailblaze,Seed Bomb,15,14,3,50000
Banette,63.9,354,ghost,none,103.9,66,82,562307,24,766,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Misdreavus,63.7,200,ghost,none,88,86.5,87,662244,29,765,Astonish,Shadow Sneak,Dark Pulse,5,5,3,50000
Jynx,63.3,124,ice,psychic,101,73.1,78,575882,21.5,767,Confusion,Avalanche,Ice Punch,4,3,5,75000
Weezing,62.8,110,poison,none,84.1,100.3,83,700124,25,768,Rollout,Shadow Ball,Sludge Bomb,4,4,3,50000
Mr. Mime (Galarian),61.9,122,ice,psychic,93.4,90.9,74,628264,27,768,Confusion,Ice Punch,Triple Axel,3,4,5,75000
